tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
612,10/1/2024 17:25,10/1/2024 17:35,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,647
543,10/1/2024 17:28,10/1/2024 17:37,143,EF - North Point Park,42.369885,-71.069957,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,682
1232,10/1/2024 17:37,10/1/2024 17:58,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1309
712,10/1/2024 17:41,10/1/2024 17:53,GV,The Hague Hollands Spoor,52.070833,4.322222,141,Kendall Street,42.36356016,-71.08216792,1292
786,10/1/2024 17:42,10/1/2024 17:55,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1101
245,10/1/2024 17:44,10/1/2024 17:48,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1307
347,10/1/2024 17:48,10/1/2024 17:54,Ah,Arnhem Centraal,51.985,5.898611,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1271
208,10/1/2024 17:50,10/1/2024 17:53,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1281
538,10/1/2024 17:52,10/1/2024 18:01,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,681
180,10/1/2024 17:55,10/1/2024 17:58,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1278
1372,10/1/2024 18:02,10/1/2024 18:25,Gvc,The Hague Centraal,52.084167,4.324722,115,Porter Square Station,42.387995,-71.119084,1293
765,10/1/2024 18:05,10/1/2024 18:18,Asdz,Amsterdam Zuid,52.338602,4.871978,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1299
445,10/1/2024 18:10,10/1/2024 18:18,Asd,Amsterdam Centraal,52.379189,4.899431,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1005
221,10/1/2024 18:12,10/1/2024 18:15,Rtb,Rotterdam Blaak,51.920582,4.486082,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,878
301,10/1/2024 18:18,10/1/2024 18:23,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,1047
1224,10/1/2024 18:19,10/1/2024 18:39,Nm,Nijmegen Station,51.841111,5.854167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1081
514,10/1/2024 18:28,10/1/2024 18:37,Ams,Amsterdam Amstel,52.346587,4.918684,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,763
463,10/1/2024 18:32,10/1/2024 18:40,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1004
234,10/1/2024 18:35,10/1/2024 18:39,Ut,Utrecht Centraal,52.089444,5.110278,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1017
163,10/1/2024 18:39,10/1/2024 18:42,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1296
522,10/1/2024 18:40,10/1/2024 18:48,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1303
580,10/1/2024 18:40,10/1/2024 18:50,Asdz,Amsterdam Zuid,52.338602,4.871978,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1081
500,10/1/2024 18:44,10/1/2024 18:52,Rtb,Rotterdam Blaak,51.920582,4.486082,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1002
2062,10/1/2024 18:46,10/1/2024 19:20,Ams,Amsterdam Amstel,52.346587,4.918684,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,890
487,10/1/2024 18:53,10/1/2024 19:01,Gvc,The Hague Centraal,52.084167,4.324722,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1107
511,10/1/2024 18:54,10/1/2024 19:02,Nm,Nijmegen Station,51.841111,5.854167,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1296
351,10/1/2024 18:56,10/1/2024 19:02,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,771
430,10/1/2024 18:58,10/1/2024 19:05,Gvc,The Hague Centraal,52.084167,4.324722,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1270
285,10/1/2024 18:59,10/1/2024 19:03,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1265
417,10/1/2024 19:01,10/1/2024 19:08,Ams,Amsterdam Amstel,52.346587,4.918684,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,643
1265,10/1/2024 19:03,10/1/2024 19:25,Rtd,Rotterdam Centraal,51.9225,4.467167,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,926
354,10/1/2024 19:05,10/1/2024 19:11,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1307
732,10/1/2024 19:19,10/1/2024 19:31,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1296
160,10/1/2024 19:19,10/1/2024 19:22,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1273
450,10/1/2024 19:20,10/1/2024 19:27,Ams,Amsterdam Amstel,52.346587,4.918684,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1301
236,10/1/2024 19:27,10/1/2024 19:31,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,756
494,10/1/2024 19:30,10/1/2024 19:38,Asdz,Amsterdam Zuid,52.338602,4.871978,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1089
602,10/1/2024 19:34,10/1/2024 19:44,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,906
315,10/1/2024 19:37,10/1/2024 19:43,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,878
208,10/1/2024 19:38,10/1/2024 19:41,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,990
542,10/1/2024 19:43,10/1/2024 19:52,Rtb,Rotterdam Blaak,51.920582,4.486082,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1081
468,10/1/2024 19:53,10/1/2024 20:01,Rtb,Rotterdam Blaak,51.920582,4.486082,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1089
291,10/1/2024 19:54,10/1/2024 19:58,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,780
886,10/1/2024 19:58,10/1/2024 20:12,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1296
438,10/1/2024 19:59,10/1/2024 20:06,Ut,Utrecht Centraal,52.089444,5.110278,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,640
542,10/1/2024 20:05,10/1/2024 20:14,Uto,Utrecht Overvecht,52.113333,5.111111,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1015
488,10/1/2024 20:05,10/1/2024 20:14,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,763
674,10/1/2024 20:13,10/1/2024 20:25,Asdz,Amsterdam Zuid,52.338602,4.871978,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1325
351,10/1/2024 20:24,10/1/2024 20:30,Ut,Utrecht Centraal,52.089444,5.110278,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,878
604,10/1/2024 20:24,10/1/2024 20:34,Gvc,The Hague Centraal,52.084167,4.324722,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,780
352,10/1/2024 20:24,10/1/2024 20:30,Ut,Utrecht Centraal,52.089444,5.110278,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,990
339,10/1/2024 20:50,10/1/2024 20:56,115,Porter Square Station,42.387995,-71.119084,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1283
337,10/1/2024 21:00,10/1/2024 21:05,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,779
931,10/1/2024 21:06,10/1/2024 21:21,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1277
244,10/1/2024 21:09,10/1/2024 21:13,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,813
1393,10/1/2024 21:20,10/1/2024 21:43,Nm,Nijmegen Station,51.841111,5.854167,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,1307
323,10/1/2024 21:29,10/1/2024 21:34,Rtd,Rotterdam Centraal,51.9225,4.467167,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1101
698,10/1/2024 21:29,10/1/2024 21:41,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,107,Ames St at Main St,42.3625,-71.08822,886
404,10/1/2024 21:45,10/1/2024 21:52,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,896
364,10/1/2024 21:46,10/1/2024 21:52,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,702
301,10/1/2024 22:01,10/1/2024 22:06,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1281
409,10/1/2024 22:13,10/1/2024 22:20,Asdz,Amsterdam Zuid,52.338602,4.871978,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1281
343,10/1/2024 22:21,10/1/2024 22:27,Ah,Arnhem Centraal,51.985,5.898611,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,878
327,10/1/2024 22:21,10/1/2024 22:27,Ah,Arnhem Centraal,51.985,5.898611,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,990
744,10/1/2024 23:13,10/1/2024 23:26,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1005
413,10/1/2024 23:18,10/1/2024 23:25,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,676
419,10/1/2024 23:18,10/1/2024 23:25,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1277
510,10/1/2024 23:42,10/1/2024 23:51,Ut,Utrecht Centraal,52.089444,5.110278,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1290
1138,10/1/2024 23:44,10/1/2024 0:03,Ut,Utrecht Centraal,52.089444,5.110278,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,755
352,10/1/2024 0:00,10/1/2024 0:06,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,661
1496,10/1/2024 0:09,10/1/2024 0:34,Uto,Utrecht Overvecht,52.113333,5.111111,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1281
190,10/1/2024 0:30,10/1/2024 0:33,Asd,Amsterdam Centraal,52.379189,4.899431,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1047
348,10/1/2024 1:03,10/1/2024 1:09,Rtb,Rotterdam Blaak,51.920582,4.486082,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,779
240,10/1/2024 1:13,10/1/2024 1:17,Asdz,Amsterdam Zuid,52.338602,4.871978,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,772
263,10/1/2024 2:30,10/1/2024 2:34,Asdz,Amsterdam Zuid,52.338602,4.871978,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1277
391,10/1/2024 2:38,10/1/2024 2:45,Nm,Nijmegen Station,51.841111,5.854167,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1101
947,10/1/2024 3:01,10/1/2024 3:16,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1100
365,10/1/2024 4:42,10/1/2024 4:48,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1303
368,10/1/2024 7:48,10/1/2024 7:54,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,935
214,10/1/2024 7:52,10/1/2024 7:55,Gvc,The Hague Centraal,52.084167,4.324722,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,772
612,10/1/2024 8:12,10/1/2024 8:22,Asdz,Amsterdam Zuid,52.338602,4.871978,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1089
470,10/1/2024 8:35,10/1/2024 8:43,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,107,Ames St at Main St,42.3625,-71.08822,1006
1016,10/1/2024 8:38,10/1/2024 8:55,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,716
440,10/1/2024 8:57,10/1/2024 9:05,Ut,Utrecht Centraal,52.089444,5.110278,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,755
273,10/1/2024 9:02,10/1/2024 9:07,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,708
275,10/1/2024 9:08,10/1/2024 9:13,Gvc,The Hague Centraal,52.084167,4.324722,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1265
327,10/1/2024 9:32,10/1/2024 9:38,Rtb,Rotterdam Blaak,51.920582,4.486082,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1301
258,10/1/2024 9:54,10/1/2024 9:59,141,Kendall Street,42.36356016,-71.08216792,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1292
351,10/1/2024 9:56,10/1/2024 10:02,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,107,Ames St at Main St,42.3625,-71.08822,1302
404,10/1/2024 9:58,10/1/2024 10:04,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,656
402,10/1/2024 9:58,10/1/2024 10:04,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,742
389,10/1/2024 9:58,10/1/2024 10:04,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,659
362,10/1/2024 9:58,10/1/2024 10:04,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,1277
327,10/1/2024 10:01,10/1/2024 10:07,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,861
339,10/1/2024 10:04,10/1/2024 10:09,Asdz,Amsterdam Zuid,52.338602,4.871978,117,Binney St / Sixth St,42.366095,-71.086388,736
493,10/1/2024 10:10,10/1/2024 10:18,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,663
277,10/1/2024 10:18,10/1/2024 10:23,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,708
270,10/1/2024 10:18,10/1/2024 10:23,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1080
494,10/1/2024 10:19,10/1/2024 10:27,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1302
469,10/1/2024 10:20,10/1/2024 10:27,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,861
350,10/1/2024 10:21,10/1/2024 10:27,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1271
212,10/1/2024 10:21,10/1/2024 10:25,Nm,Nijmegen Station,51.841111,5.854167,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1002
395,10/1/2024 10:25,10/1/2024 10:32,Asd,Amsterdam Centraal,52.379189,4.899431,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1289
185,10/1/2024 10:44,10/1/2024 10:47,Rtd,Rotterdam Centraal,51.9225,4.467167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1005
2399,10/1/2024 10:48,10/1/2024 11:28,Asdz,Amsterdam Zuid,52.338602,4.871978,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,861
664,10/1/2024 10:53,10/1/2024 11:04,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,804
278,10/1/2024 10:58,10/1/2024 11:02,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,141,Kendall Street,42.36356016,-71.08216792,1292
404,10/1/2024 11:08,10/1/2024 11:15,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1291
563,10/1/2024 11:13,10/1/2024 11:23,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1004
280,10/1/2024 11:18,10/1/2024 11:22,117,Binney St / Sixth St,42.366095,-71.086388,107,Ames St at Main St,42.3625,-71.08822,736
468,10/1/2024 11:22,10/1/2024 11:30,Uto,Utrecht Overvecht,52.113333,5.111111,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1301
464,10/1/2024 11:22,10/1/2024 11:30,Uto,Utrecht Overvecht,52.113333,5.111111,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1047
370,10/1/2024 11:23,10/1/2024 11:29,Asdz,Amsterdam Zuid,52.338602,4.871978,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1269
3302,10/1/2024 11:23,10/1/2024 12:18,Ah,Arnhem Centraal,51.985,5.898611,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1094
230,10/1/2024 11:28,10/1/2024 11:32,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,766
939,10/1/2024 11:30,10/1/2024 11:46,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,864
917,10/1/2024 11:52,10/1/2024 12:08,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,640
1217,10/1/2024 12:01,10/1/2024 12:21,Asdz,Amsterdam Zuid,52.338602,4.871978,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1083
1187,10/1/2024 12:01,10/1/2024 12:21,Asdz,Amsterdam Zuid,52.338602,4.871978,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,716
594,10/1/2024 12:05,10/1/2024 12:15,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,753
784,10/1/2024 12:10,10/1/2024 12:23,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,914
353,10/1/2024 12:15,10/1/2024 12:21,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1270
226,10/1/2024 12:24,10/1/2024 12:28,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1302
448,10/1/2024 12:26,10/1/2024 12:34,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,742
446,10/1/2024 12:26,10/1/2024 12:34,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,656
431,10/1/2024 12:27,10/1/2024 12:34,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,813
670,10/1/2024 12:37,10/1/2024 12:48,Asd,Amsterdam Centraal,52.379189,4.899431,143,EF - North Point Park,42.369885,-71.069957,886
366,10/1/2024 12:38,10/1/2024 12:44,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,887
341,10/1/2024 12:43,10/1/2024 12:48,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1004
1094,10/1/2024 12:48,10/1/2024 13:06,115,Porter Square Station,42.387995,-71.119084,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,773
