"startStationID","startStationName","startstationlatitude","startstationlongitude","endstationid","endstationname","endstationlatitude","endstationlongitude","bikeid"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1352"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1004"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1625"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1548"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1357"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1001"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1239"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1345"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1793"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1551"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1715"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1229"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1483"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1206"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1920"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1983"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asdz","Amsterdam Zuid","52.338602","4.871978","1765"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1903"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1556"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1098"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1059"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1617"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1152"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1649"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1766"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1180"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1937"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1656"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1793"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1345"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1329"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1768"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1650"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1623"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1343"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1288"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1013"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1284"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1228"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1095"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1690"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1295"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1741"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1829"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1807"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1403"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1215"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1079"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1839"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1415"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1192"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ams","Amsterdam Amstel","52.346587","4.918684","1830"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1107"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1361"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1847"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1340"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1355"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1632"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1099"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1656"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1648"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1833"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1462"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1513"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1046"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1776"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1813"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1127"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1397"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1482"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1183"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1782"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1183"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1668"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1215"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1134"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1632"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1823"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1322"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1813"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1320"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1049"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1898"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1397"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1552"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1411"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1169"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1965"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1043"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1591"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1889"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1190"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1117"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1630"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1668"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1330"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1388"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1518"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1249"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1586"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtb","Rotterdam Blaak","51.920582","4.486082","1262"
"Nm","Nijmegen Station","51.841111","5.854167","Asd","Amsterdam Centraal","52.379189","4.899431","1412"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1730"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1279"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1079"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1561"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ams","Amsterdam Amstel","52.346587","4.918684","1197"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asdz","Amsterdam Zuid","52.338602","4.871978","1505"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1860"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1085"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1093"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1833"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1906"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1448"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1055"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1158"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1167"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1305"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1223"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1598"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1120"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1012"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1509"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1196"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1216"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1676"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1783"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1492"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1549"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1469"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1049"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1121"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1536"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1543"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1850"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1170"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1021"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1718"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1814"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1050"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1460"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1216"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1129"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1225"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1500"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1063"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1660"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1489"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1646"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1243"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1955"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1980"
"Nm","Nijmegen Station","51.841111","5.854167","Gvc","The Hague Centraal","52.084167","4.324722","1545"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1639"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1255"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1251"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1535"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1097"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1752"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1816"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1266"
"Asd","Amsterdam Centraal","52.379189","4.899431","Gvc","The Hague Centraal","52.084167","4.324722","1491"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1002"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1972"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1207"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1214"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1264"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1994"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1505"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1715"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1907"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1612"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1288"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1344"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1903"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1172"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1331"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1428"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1391"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1893"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1389"
